,iso6393,language,languageLabel,nativeSpeakers,totalSpeakers,ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Level,Countries,Family_ID,Language_ID_x,Closest_ISO369P3code,First_Year_Of_Documentation,Last_Year_Of_Documentation,Is_Isolate,Language_ID_y,classification,path,top_family_id,first_subfamily_id,top_family,top_family_level,first_subfamily,first_subfamily_level,mainScript
0,cmn,http://www.wikidata.org/entity/Q9192,Mandarin,918000000,,mand1415,Mandarin Chinese,Eurasia,40.0209,116.228,mand1415,cmn,language,CN;KP;LA;MM;MN;RU;TW;VN,sino1245,,cmn,,,False,mand1415,sino1245/sini1245/clas1255/midd1354/nort3155/mand1471,"['sino1245', 'sini1245', 'clas1255', 'midd1354', 'nort3155', 'mand1471']",sino1245,sini1245,Sino-Tibetan,family,Sinitic,family,
1,eng,http://www.wikidata.org/entity/Q1860,English,753359540,,stan1293,English,Africa;Eurasia;South America,53.0,-1.0,stan1293,eng,language,AU;BM;BR;BZ;CA;CC;CK;CU;CX;DO;FK;GB;GG;GI;GP;GS;GT;GY;HN;IE;IM;IO;JE;KY;LR;MX;NF;PN;SH;SR;UM;US;VE;ZA,indo1319,,eng,,,False,stan1293,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271,"['indo1319', 'clas1257', 'germ1287', 'nort3152', 'west2793', 'nort3175', 'angl1264', 'angl1265', 'late1254', 'merc1242', 'macr1271']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
2,spa,http://www.wikidata.org/entity/Q1321,Spanish,485000000,,stan1288,Spanish,Eurasia,40.4414,-1.11788,stan1288,spa,language,AD;AR;BO;BR;BZ;CL;CO;CR;CU;DO;EC;ES;FR;GI;GT;GY;HN;HT;MA;MX;NI;PA;PE;PR;PT;PY;SV;US;UY;VE,indo1319,,spa,,,False,stan1288,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/cast1243,"['indo1319', 'clas1257', 'ital1284', 'lati1262', 'lati1263', 'impe1234', 'roma1334', 'ital1285', 'west2813', 'shif1234', 'sout3183', 'west2838', 'cast1243']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
3,arb,http://www.wikidata.org/entity/Q122602987,Standard Arabic,335000000,,stan1318,Standard Arabic,Eurasia,27.9625,43.8525,stan1318,arb,language,AE;BH;DJ;DZ;EG;ER;IL;IQ;JO;KM;KW;LB;LY;MA;OM;PS;QA;SA;SD;SO;SY;TD;TN;TZ;YE,afro1255,,arb,,,False,stan1318,afro1255/semi1276/west2786/cent2236/arab1394/arab1395,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'arab1394', 'arab1395']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,
4,ben,http://www.wikidata.org/entity/Q9610,Bangla,300000000,,beng1280,Bengali,Eurasia,24.0,90.0,beng1280,ben,language,BD;IN;NP,indo1319,,ben,,,False,beng1280,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/indo1323/oriy1254/gaud1237/gaud1238,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'indo1323', 'oriy1254', 'gaud1237', 'gaud1238']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
5,por,http://www.wikidata.org/entity/Q5146,Portuguese,221000000,,port1283,Portuguese,Eurasia,39.91,-8.1,port1283,por,language,AD;AR;BO;BR;CO;ES;FR;GF;GY;PE;PT;PY;SR;UY;VE,indo1319,,por,,,False,port1283,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/gali1263/macr1272/braz1247,"['indo1319', 'clas1257', 'ital1284', 'lati1262', 'lati1263', 'impe1234', 'roma1334', 'ital1285', 'west2813', 'shif1234', 'sout3183', 'west2838', 'gali1263', 'macr1272', 'braz1247']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
6,rus,http://www.wikidata.org/entity/Q7737,Russian,154000000,,russ1263,Russian,Eurasia,59.0,50.0,russ1263,rus,language,BY;CN;EE;FI;GE;KG;KP;KZ;LT;LV;MD;MN;NO;PL;RO;RU;SJ;TM;UA;UZ,indo1319,,rus,,,False,russ1263,indo1319/clas1257/balt1263/slav1255/east1426,"['indo1319', 'clas1257', 'balt1263', 'slav1255', 'east1426']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
7,jpn,http://www.wikidata.org/entity/Q5287,Japanese,128000000,,nucl1643,Japanese,Eurasia,35.0,135.0,nucl1643,jpn,language,JP,japo1237,,jpn,,,False,nucl1643,japo1237/japa1256/japa1258,"['japo1237', 'japa1256', 'japa1258']",japo1237,japa1256,Japonic,family,Japanesic,family,
8,pan,http://www.wikidata.org/entity/Q58635,Punjabi,125000000,,panj1256,Eastern Panjabi,Eurasia,30.0368,75.6702,panj1256,pan,language,BD;IN;PK,indo1319,,pan,,,False,panj1256,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/indo1324/sind1278/lahn1241/east2727,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'indo1324', 'sind1278', 'lahn1241', 'east2727']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
9,mar,http://www.wikidata.org/entity/Q1571,Marathi,83100000,,mara1378,Marathi,Eurasia,17.9344,76.6665,mara1378,mar,language,IN,indo1319,,mar,,,False,mara1378,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/indo1325/mara1416/mara1422/oldm1248/mode1268,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'indo1325', 'mara1416', 'mara1422', 'oldm1248', 'mode1268']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
10,tel,http://www.wikidata.org/entity/Q8097,Telugu,82000000,,telu1262,Telugu,Eurasia,16.4529,78.7024,telu1262,tel,language,IN,drav1251,,tel,,,False,telu1262,drav1251/sout3133/sout3139/telu1265,"['drav1251', 'sout3133', 'sout3139', 'telu1265']",drav1251,sout3133,Dravidian,family,South Dravidian,family,
11,wuu,http://www.wikidata.org/entity/Q34290,Wu Chinese,81400000,,wuch1236,Wu Chinese,Eurasia,29.8621,119.682,wuch1236,wuu,language,CN,sino1245,,wuu,,,False,wuch1236,sino1245/sini1245/clas1255/midd1354/wuhu1234/wuic1234,"['sino1245', 'sini1245', 'clas1255', 'midd1354', 'wuhu1234', 'wuic1234']",sino1245,sini1245,Sino-Tibetan,family,Sinitic,family,Hans
12,kor,http://www.wikidata.org/entity/Q9176,Korean,77300000,,kore1280,Korean,Eurasia,37.54,126.98,kore1280,kor,language,CN;KP;KR;RU,kore1284,,kor,,,False,kore1280,kore1284,['kore1284'],kore1284,,Koreanic,family,,,
13,fra,http://www.wikidata.org/entity/Q150,French,77200000,,stan1290,French,Eurasia,48.0,2.0,stan1290,fra,language,AD;BE;CA;CH;FR;GF;IT;LU;MC;PM;TF;US,indo1319,,fra,,,False,stan1290,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273/glob1239,"['indo1319', 'clas1257', 'ital1284', 'lati1262', 'lati1263', 'impe1234', 'roma1334', 'ital1285', 'west2813', 'shif1234', 'nort3208', 'gall1280', 'oila1234', 'cent2283', 'macr1273', 'glob1239']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
14,tam,http://www.wikidata.org/entity/Q5885,Tamil,75000000,,tami1289,Tamil,Eurasia,10.520219,78.825989,tami1289,tam,language,IN;LK,drav1251,,tam,,,False,tami1289,drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/tami1300,"['drav1251', 'sout3133', 'sout3138', 'tami1291', 'tami1292', 'tami1293', 'tami1294', 'tami1297', 'tami1298', 'tami1299', 'tami1300']",drav1251,sout3133,Dravidian,family,South Dravidian,family,
15,yue,http://www.wikidata.org/entity/Q7033959,Yue Chinese,73100000,,yuec1235,Yue Chinese,Eurasia,23.0,113.0,yuec1235,yue,language,CN;VN,sino1245,,yue,,,False,yuec1235,sino1245/sini1245/clas1255/midd1354/yuep1234,"['sino1245', 'sini1245', 'clas1255', 'midd1354', 'yuep1234']",sino1245,sini1245,Sino-Tibetan,family,Sinitic,family,Hant
16,urd,http://www.wikidata.org/entity/Q1617,Urdu,68600000,,urdu1245,Urdu,Eurasia,25.0,67.0,urdu1245,urd,language,AF;BD;IN;PK,indo1319,,urd,,,False,urdu1245,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/shau1239/indo1322/west2812/hind1270,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'shau1239', 'indo1322', 'west2812', 'hind1270']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
17,jav,http://www.wikidata.org/entity/Q33549,Javanese,68300000,,java1254,Javanese,Papunesia,-7.001,109.287,java1254,jav,language,ID;MY,aust1307,,jav,,,False,java1254,aust1307/mala1545/java1253/mode1251/glob1245,"['aust1307', 'mala1545', 'java1253', 'mode1251', 'glob1245']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,
18,vie,http://www.wikidata.org/entity/Q9199,Vietnamese,68058620,,viet1252,Vietnamese,Eurasia,20.681188,105.774071,viet1252,vie,language,CN;LA;VN,aust1305,,vie,,,False,viet1252,aust1305/viet1250/viet1251,"['aust1305', 'viet1250', 'viet1251']",aust1305,viet1250,Austroasiatic,family,Vietic,family,
19,ita,http://www.wikidata.org/entity/Q652,Italian,64800000,,ital1282,Italian,Eurasia,43.0464,12.6489,ital1282,ita,language,AT;CH;FR;HR;IT;SI;SM;VA,indo1319,,ita,,,False,ital1282,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/ital1286/ital1287/cent2427,"['indo1319', 'clas1257', 'ital1284', 'lati1262', 'lati1263', 'impe1234', 'roma1334', 'ital1285', 'ital1286', 'ital1287', 'cent2427']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
20,arz,http://www.wikidata.org/entity/Q29919,Egyptian Arabic,64600000,,egyp1253,Egyptian Arabic,Africa;Eurasia,31.0,31.0,egyp1253,arz,language,EG;IL;LY,afro1255,,arz,,,False,egyp1253,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/egyp1251/egyp1254,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'arab1394', 'arab1395', 'egyp1251', 'egyp1254']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Arab
21,deu,http://www.wikidata.org/entity/Q188,German,58452300,,stan1295,German,Eurasia,48.649,12.4676,stan1295,deu,language,AT;BE;CH;CZ;DE;DK;FR;HU;IT;LI;LU;NL;PL;RO;SI;SK,indo1319,,deu,,,False,stan1295,indo1319/clas1257/germ1287/nort3152/west2793/high1289/high1286/midd1349/mode1258/uppe1464/glob1243,"['indo1319', 'clas1257', 'germ1287', 'nort3152', 'west2793', 'high1289', 'high1286', 'midd1349', 'mode1258', 'uppe1464', 'glob1243']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
22,guj,http://www.wikidata.org/entity/Q5137,Gujarati,56400000,,guja1252,Gujarati,Eurasia,22.687,71.0962,guja1252,guj,language,BD;IN;PK,indo1319,,guj,,,False,guja1252,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/apab1234/guja1255/guja1256,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'apab1234', 'guja1255', 'guja1256']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
23,pes,http://www.wikidata.org/entity/Q3513637,Iranian Persian,52800000,,west2369,Western Farsi,Eurasia,32.9,53.3,west2369,pes,language,AF;AZ;IQ;IR;TM;TR,indo1319,,pes,,,False,west2369,indo1319/clas1257/indo1320/iran1271/iran1269/sout3157/midd1352/mode1259/fars1254/fars1255,"['indo1319', 'clas1257', 'indo1320', 'iran1271', 'iran1269', 'sout3157', 'midd1352', 'mode1259', 'fars1254', 'fars1255']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
24,bho,http://www.wikidata.org/entity/Q33268,Bhojpuri,52200000,,bhoj1244,Bhojpuri,Eurasia,26.458455,84.817115,bhoj1244,bho,language,IN;NP,indo1319,,bho,,,False,bhoj1244,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/shau1239/biha1245/mait1254/bhoj1246,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'shau1239', 'biha1245', 'mait1254', 'bhoj1246']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Deva
25,hak,http://www.wikidata.org/entity/Q33375,Hakka Chinese,48200000,,hakk1236,Hakka Chinese,Eurasia,25.0,116.0,hakk1236,hak,language,CN;TW,sino1245,,hak,,,False,hakk1236,sino1245/sini1245/clas1255/midd1354,"['sino1245', 'sini1245', 'clas1255', 'midd1354']",sino1245,sini1245,Sino-Tibetan,family,Sinitic,family,Hans
26,cjy,http://www.wikidata.org/entity/Q56479,Jin,46900000,,jiny1235,Jinyu Chinese,Eurasia,38.8284,111.278,jiny1235,cjy,language,CN,sino1245,,cjy,,,False,jiny1235,sino1245/sini1245/clas1255/midd1354/nort3155,"['sino1245', 'sini1245', 'clas1255', 'midd1354', 'nort3155']",sino1245,sini1245,Sino-Tibetan,family,Sinitic,family,Hans
27,apc,http://www.wikidata.org/entity/Q56593,Levantine Arabic,44000000,,nort3139,Levantine Arabic,Eurasia,34.1709,36.0468,nort3139,apc,language,IL;LB;SY;TR,afro1255,,apc,,,False,nort3139,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/leva1239,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'arab1394', 'arab1395', 'leva1239']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Arab
28,hau,http://www.wikidata.org/entity/Q56475,Hausa,43900000,,haus1257,Hausa,Africa,11.1513,8.7804,haus1257,hau,language,BF;BJ;CM;NE;NG;TD,afro1255,,hau,,,False,haus1257,afro1255/chad1250/west2785/west2714/west2718,"['afro1255', 'chad1250', 'west2785', 'west2714', 'west2718']",afro1255,chad1250,Afro-Asiatic,family,Chadic,family,
29,ind,http://www.wikidata.org/entity/Q9240,Indonesian,43627550,,indo1316,Standard Indonesian,Papunesia,-7.33458,109.716,indo1316,ind,language,ID;NL;PH;SA;SG;US,aust1307,,ind,,,False,indo1316,aust1307/mala1545/mala1554/mala1538/nucl1806/stan1327,"['aust1307', 'mala1545', 'mala1554', 'mala1538', 'nucl1806', 'stan1327']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,
30,kan,http://www.wikidata.org/entity/Q33673,Kannada,43600000,,nucl1305,Kannada,Eurasia,13.5878,76.1198,nucl1305,kan,language,IN,drav1251,,kan,,,False,nucl1305,drav1251/sout3133/sout3138/tami1291/bada1263/kann1259/kann1255,"['drav1251', 'sout3133', 'sout3138', 'tami1291', 'bada1263', 'kann1259', 'kann1255']",drav1251,sout3133,Dravidian,family,South Dravidian,family,
31,arq,http://www.wikidata.org/entity/Q56499,Algerian Arabic,42252851,,alge1239,Algerian Arabic,Africa,35.4208,3.23033,alge1239,arq,language,DZ;MA;TN,afro1255,,arq,,,False,alge1239,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/nort3191/west3017/magh1239,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'arab1394', 'arab1395', 'nort3191', 'west3017', 'magh1239']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Arab
32,pol,http://www.wikidata.org/entity/Q809,Polish,39700000,,poli1260,Polish,Eurasia,51.8439,18.6255,poli1260,pol,language,BY;CZ;DE;LT;PL;RU;SK;UA,indo1319,,pol,,,False,poli1260,indo1319/clas1257/balt1263/slav1255/west2792/lech1241/poli1262,"['indo1319', 'clas1257', 'balt1263', 'slav1255', 'west2792', 'lech1241', 'poli1262']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
33,yor,http://www.wikidata.org/entity/Q34311,Yoruba,37800000,,yoru1245,Yoruba,Africa,7.15345,3.67225,yoru1245,yor,language,BJ;NG,atla1278,,yor,,,False,yoru1245,atla1278/volt1241/benu1247/defo1239/yoru1244/edek1238/edea1234/east2738/sout3186/nucl1747/lucu1239,"['atla1278', 'volt1241', 'benu1247', 'defo1239', 'yoru1244', 'edek1238', 'edea1234', 'east2738', 'sout3186', 'nucl1747', 'lucu1239']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
34,hsn,http://www.wikidata.org/entity/Q13220,Xiang Chinese,37300000,,xian1251,Xiang Chinese,Eurasia,27.66847,111.47112,xian1251,hsn,language,CN,sino1245,,hsn,,,False,xian1251,sino1245/sini1245/clas1255/midd1354,"['sino1245', 'sini1245', 'clas1255', 'midd1354']",sino1245,sini1245,Sino-Tibetan,family,Sinitic,family,Hans
35,mal,http://www.wikidata.org/entity/Q36236,Malayalam,37100000,,mala1464,Malayalam,Eurasia,9.59208,76.7651,mala1464,mal,language,IN,drav1251,,mal,,,False,mala1464,drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541,"['drav1251', 'sout3133', 'sout3138', 'tami1291', 'tami1292', 'tami1293', 'tami1294', 'tami1297', 'tami1298', 'mala1541']",drav1251,sout3133,Dravidian,family,South Dravidian,family,
36,ory,http://www.wikidata.org/entity/Q33810,Odia,34500000,,oriy1255,Odia,Eurasia,21.0,85.0,oriy1255,ory,language,IN,indo1319,,ory,,,False,oriy1255,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/indo1323/oriy1254/macr1269,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'indo1323', 'oriy1254', 'macr1269']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
37,mai,http://www.wikidata.org/entity/Q36109,Maithili,33900000,,mait1250,Maithili,Eurasia,26.3817,86.2211,mait1250,mai,language,IN;NP,indo1319,,mai,,,False,mait1250,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/shau1239/biha1245/mait1254,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'shau1239', 'biha1245', 'mait1254']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Deva
38,mya,http://www.wikidata.org/entity/Q9228,Burmese,32900000,,nucl1310,Burmese,Eurasia,20.7926,93.9665,nucl1310,mya,language,BD;MM;TH,sino1245,,mya,,,False,nucl1310,sino1245/burm1265/lolo1265/burm1266/sout3159/mran1234/nucl1811,"['sino1245', 'burm1265', 'lolo1265', 'burm1266', 'sout3159', 'mran1234', 'nucl1811']",sino1245,burm1265,Sino-Tibetan,family,Burmo-Qiangic,family,
39,sun,http://www.wikidata.org/entity/Q34002,Sundanese,32400000,,sund1252,Sundanese,Papunesia,-6.89708,107.106,sund1252,sun,language,ID,aust1307,,sun,,,False,sund1252,aust1307/mala1545,"['aust1307', 'mala1545']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,
40,apd,http://www.wikidata.org/entity/Q56573,Sudanese Arabic,31900000,,suda1236,Sudanese Arabic,Africa,17.8021,33.3179,suda1236,apd,language,CF;EG;ER;ET;LY;SD;TD,afro1255,,apd,,,False,suda1236,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/egyp1251/egyp1254/suda1235/east2897,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'arab1394', 'arab1395', 'egyp1251', 'egyp1254', 'suda1235', 'east2897']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Arab
41,ary,http://www.wikidata.org/entity/Q56426,Moroccan Arabic,27500000,,moro1292,Moroccan Arabic,Africa,32.5,-7.5,moro1292,ary,language,DZ;EH;MA,afro1255,,ary,,,False,moro1292,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/nort3191/west3017/magh1239,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'arab1394', 'arab1395', 'nort3191', 'west3017', 'magh1239']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Arab
42,ibo,http://www.wikidata.org/entity/Q33578,Igbo,27000000,,nucl1417,Igbo,Africa,4.62705,7.23441,nucl1417,ibo,language,NG,atla1278,,ibo,,,False,nucl1417,atla1278/volt1241/benu1247/igbo1258/igbo1259/cent2417,"['atla1278', 'volt1241', 'benu1247', 'igbo1258', 'igbo1259', 'cent2417']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
43,ukr,http://www.wikidata.org/entity/Q8798,Ukrainian,26900000,,ukra1253,Ukrainian,Eurasia,49.796,29.945,ukra1253,ukr,language,BY;HU;MD;PL;RO;RU;SK;UA,indo1319,,ukr,,,False,ukra1253,indo1319/clas1257/balt1263/slav1255/east1426/ukra1257,"['indo1319', 'clas1257', 'balt1263', 'slav1255', 'east1426', 'ukra1257']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
44,snd,http://www.wikidata.org/entity/Q33997,Sindhi,24600000,,sind1272,Sindhi,Eurasia,26.0,69.0,sind1272,snd,language,IN;PK,indo1319,,snd,,,False,sind1272,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/indo1324/sind1278/sind1279/sind1282,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'indo1324', 'sind1278', 'sind1279', 'sind1282']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
45,ron,http://www.wikidata.org/entity/Q7913,Romanian,24300000,,roma1327,Romanian,Eurasia,46.3913,24.2256,roma1327,ron,language,BG;HU;MD;RO;RS;UA,indo1319,,ron,,,False,roma1327,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/east2714/nort3361/east2865,"['indo1319', 'clas1257', 'ital1284', 'lati1262', 'lati1263', 'impe1234', 'roma1334', 'east2714', 'nort3361', 'east2865']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
46,tgl,http://www.wikidata.org/entity/Q34057,Tagalog,23600000,,taga1270,Tagalog,Papunesia,14.06,121.747,taga1270,tgl,language,PH,aust1307,,tgl,,,False,taga1270,aust1307/mala1545/grea1284/cent2246/taga1280/taga1269,"['aust1307', 'mala1545', 'grea1284', 'cent2246', 'taga1280', 'taga1269']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,
47,nld,http://www.wikidata.org/entity/Q7411,Dutch,23100000,,dutc1256,Dutch,Eurasia,52.0,5.0,dutc1256,nld,language,AW;BE;BQ;BR;CW;DE;GF;GY;NL;SR;SX,indo1319,,nld,,,False,dutc1256,indo1319/clas1257/germ1287/nort3152/west2793/macr1270/midd1347/mode1257/glob1241,"['indo1319', 'clas1257', 'germ1287', 'nort3152', 'west2793', 'macr1270', 'midd1347', 'mode1257', 'glob1241']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
48,aec,http://www.wikidata.org/entity/Q56592,Saʽidi Arabic,22400000,,said1239,Saidi Arabic,Africa,25.4132,30.5302,said1239,aec,language,EG;SD,afro1255,,aec,,,False,said1239,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/egyp1251/egyp1254,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'arab1394', 'arab1395', 'egyp1251', 'egyp1254']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Arab
49,gan,http://www.wikidata.org/entity/Q33475,Gan Chinese,22100000,,ganc1239,Gan Chinese,Eurasia,27.9896,115.166,ganc1239,gan,language,CN,sino1245,,gan,,,False,ganc1239,sino1245/sini1245/clas1255/midd1354,"['sino1245', 'sini1245', 'clas1255', 'midd1354']",sino1245,sini1245,Sino-Tibetan,family,Sinitic,family,Hans
50,awa,http://www.wikidata.org/entity/Q29579,Awadhi,22000000,,awad1243,Awadhi,Eurasia,27.5907,82.4663,awad1243,awa,language,IN;NP,indo1319,,awa,,,False,awad1243,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/shau1239/east2726/awad1245,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'shau1239', 'east2726', 'awad1245']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Deva
51,amh,http://www.wikidata.org/entity/Q28244,Amharic,21900000,,amha1245,Amharic,Africa,11.708182,39.543456,amha1245,amh,language,DJ;ET,afro1255,,amh,,,False,amha1245,afro1255/semi1276/west2786/ethi1244/sout3078/amha1244,"['afro1255', 'semi1276', 'west2786', 'ethi1244', 'sout3078', 'amha1244']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,
52,pbu,http://www.wikidata.org/entity/Q12642194,Northern Pashto,20900000,,nort2646,Northern Pashto,Eurasia,34.0,71.33,nort2646,pbu,language,AF;IN;PK,indo1319,,pbu,,,False,nort2646,indo1319/clas1257/indo1320/iran1271/iran1269/pash1269/nucl1276,"['indo1319', 'clas1257', 'indo1320', 'iran1271', 'iran1269', 'pash1269', 'nucl1276']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
53,tha,http://www.wikidata.org/entity/Q9217,Thai,20700000,,thai1261,Thai,Eurasia,14.192,100.671,thai1261,tha,language,KH;MM;TH,taik1256,,tha,,,False,thai1261,taik1256/kamt1241/daic1238/daic1237/cent2251/wenm1239/sapa1255/sout3184/sput1235/laot1235,"['taik1256', 'kamt1241', 'daic1238', 'daic1237', 'cent2251', 'wenm1239', 'sapa1255', 'sout3184', 'sput1235', 'laot1235']",taik1256,kamt1241,Tai-Kadai,family,Kam-Tai,family,
54,mag,http://www.wikidata.org/entity/Q33728,Magahi,20700000,,maga1260,Magahi,Eurasia,25.0915,85.3335,maga1260,mag,language,IN,indo1319,,mag,,,False,maga1260,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/shau1239/biha1245/mait1254,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'shau1239', 'biha1245', 'mait1254']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Deva
55,skr,http://www.wikidata.org/entity/Q33902,Saraiki,20009000,,sera1259,Saraiki,Eurasia,29.5534,71.906,sera1259,skr,language,IN;PK,indo1319,,skr,,,False,sera1259,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/indo1324/sind1278/lahn1241/hind1274/sira1271,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'indo1324', 'sind1278', 'lahn1241', 'hind1274', 'sira1271']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Arab
56,lin,http://www.wikidata.org/entity/Q36217,Lingala,20000000,,ling1263,Kinshasa Lingala,Africa,-4.409174,15.28532,ling1263,lin,language,CD;CF;CG,atla1278,,lin,,,False,ling1263,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/rive1266/ngir1248/ngir1252/ngir1254/boba1248/boba1249/boba1250/ling1269,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'cent2260', 'nort3376', 'rive1266', 'ngir1248', 'ngir1252', 'ngir1254', 'boba1248', 'boba1249', 'boba1250', 'ling1269']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
57,hbs,http://www.wikidata.org/entity/Q9301,Serbo-Croatian,19000000,,sout1528,Serbian-Croatian-Bosnian,Eurasia,44.15,18.81,sout1528,hbs,language,RS,indo1319,,hbs,,,False,sout1528,indo1319/clas1257/balt1263/slav1255/sout3147/west2804,"['indo1319', 'clas1257', 'balt1263', 'slav1255', 'sout3147', 'west2804']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
