,iso6393,language,languageLabel,nativeSpeakers,totalSpeakers,ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Level,Countries,Family_ID,Language_ID_x,Closest_ISO369P3code,First_Year_Of_Documentation,Last_Year_Of_Documentation,Is_Isolate,Language_ID_y,classification,path,top_family_id,first_subfamily_id,top_family,top_family_level,first_subfamily,first_subfamily_level,mainScript
786,sne,http://www.wikidata.org/entity/Q2891938,Jagoi,29000,,baub1235,Bau-Jagoi Bidayuh,Papunesia,1.54467,109.985,baub1235,sne,language,ID;MY,aust1307,,sne,,,False,baub1235,aust1307/mala1545/land1261/bida1239/bida1240/cent2415,"['aust1307', 'mala1545', 'land1261', 'bida1239', 'bida1240', 'cent2415']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
787,snp,http://www.wikidata.org/entity/Q7506812,Siane,29000,,sian1257,Siane,Papunesia,-6.13188,145.247,sian1257,snp,language,PG,nucl1709,,snp,,,False,sian1257,nucl1709/kain1273/goro1272/nucl1760/nucl1756,"['nucl1709', 'kain1273', 'goro1272', 'nucl1760', 'nucl1756']",nucl1709,kain1273,Nuclear Trans New Guinea,family,Kainantu-Goroka,family,Latn
788,pon,http://www.wikidata.org/entity/Q28422,Pohnpeian,29000,,pohn1238,Pohnpeian,Papunesia,6.87212,158.223,pohn1238,pon,language,FM,aust1307,,pon,,,False,pohn1238,aust1307/mala1545/east2712/ocea1241/micr1243/cent2276/west2844/pona1247/pona1248,"['aust1307', 'mala1545', 'east2712', 'ocea1241', 'micr1243', 'cent2276', 'west2844', 'pona1247', 'pona1248']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
789,wlc,http://www.wikidata.org/entity/Q3319155,Mwali Comorian,28700,,mwal1237,Mwali Comorian,Africa,-12.3164,43.741,mwal1237,wlc,language,KM,atla1278,,wlc,,,False,mwal1237,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/nort3209/coas1317/miji1240/como1260,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'nort3203', 'nort3209', 'coas1317', 'miji1240', 'como1260']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
791,zab,http://www.wikidata.org/entity/Q5614751,Guelavía Zapotec,28000,,sanj1284,Western Tlacolula Valley Zapotec,North America,17.0332,-96.5967,sanj1284,zab,language,MX;US,otom1299,,zab,,,False,sanj1284,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947,"['otom1299', 'east2557', 'popo1292', 'zapo1436', 'zapo1437', 'nucl1765', 'core1259', 'cent2146', 'west2947']",otom1299,east2557,Otomanguean,family,Eastern Otomanguean,family,Latn
792,lbo,http://www.wikidata.org/entity/Q6298648,Jru',28000,,lave1248,Laven,Eurasia,15.2726,106.322,lave1248,lbo,language,LA,aust1305,,lbo,,,False,lave1248,aust1305/bahn1264/west2399/nucl1299/love1237,"['aust1305', 'bahn1264', 'west2399', 'nucl1299', 'love1237']",aust1305,bahn1264,Austroasiatic,family,Bahnaric,family,Laoo
793,tmw,http://www.wikidata.org/entity/Q3025610,Temuan,28000,,temu1239,Temuan,Eurasia,2.78176,101.906,temu1239,tmw,language,MY,aust1307,,tmw,,,False,temu1239,aust1307/mala1545/mala1554/mala1538/nucl1806/sing1270,"['aust1307', 'mala1545', 'mala1554', 'mala1538', 'nucl1806', 'sing1270']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
794,tlb,http://www.wikidata.org/entity/Q1142333,Tobelo,27720,,tobe1252,Tobelo,Papunesia,1.0946,128.154,tobe1252,tlb,language,ID,nort2923,,tlb,,,False,tobe1252,nort2923/nort2924/main1282/tobe1251,"['nort2923', 'nort2924', 'main1282', 'tobe1251']",nort2923,nort2924,North Halmahera,family,Northern North Halmahera,family,Latn
795,agd,http://www.wikidata.org/entity/Q3399642,Agarabi,27000,,agar1252,Agarabi,Papunesia,-6.20604,145.917,agar1252,agd,language,PG,nucl1709,,agd,,,False,agar1252,nucl1709/kain1273/kain1274/gauw1235/gads1260,"['nucl1709', 'kain1273', 'kain1274', 'gauw1235', 'gads1260']",nucl1709,kain1273,Nuclear Trans New Guinea,family,Kainantu-Goroka,family,Latn
796,bdp,http://www.wikidata.org/entity/Q8836490,Bende,27000,,bend1258,Bende,Africa,-6.22082,30.5926,bend1258,bdp,language,TZ,atla1278,,bdp,,,False,bend1258,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/uncl1498/bend1261,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'nort3203', 'uncl1498', 'bend1261']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
797,tda,http://www.wikidata.org/entity/Q36570,Gadal,26900,,tagd1238,Tagdal,Africa,16.1908,6.83992,tagd1238,tda,language,NE;NG,song1307,,tda,,,False,tagd1238,song1307/nort2822/nort2823,"['song1307', 'nort2822', 'nort2823']",song1307,nort2822,Songhay,family,Northwest Songhay,family,Tfng
798,haw,http://www.wikidata.org/entity/Q33569,Hawaiian,26205,,hawa1245,Hawaiian,Papunesia,19.6297,-155.43,hawa1245,haw,language,US,aust1307,,haw,,,False,hawa1245,aust1307/mala1545/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/east2896,"['aust1307', 'mala1545', 'east2712', 'ocea1241', 'cent2060', 'east2445', 'poly1242', 'nucl1485', 'nort3246', 'solo1260', 'cent2298', 'east2449', 'east2896']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
799,lel,http://www.wikidata.org/entity/Q56733,Lele,26000,,lele1265,Lele (Democratic Republic of Congo),Africa,-4.94672,20.5674,lele1265,lel,language,CD,atla1278,,lel,,,False,lele1265,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/vieu1234/nkut1239/bush1251,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'cent2260', 'nort3376', 'inne1246', 'vieu1234', 'nkut1239', 'bush1251']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
800,led,http://www.wikidata.org/entity/Q523823,Lendu,26000,,lend1245,Lendu,Africa,2.1898,30.6794,lend1245,led,language,CD;UG,cent2225,,led,,,False,lend1245,cent2225/lend1246/bale1255,"['cent2225', 'lend1246', 'bale1255']",cent2225,lend1246,Central Sudanic,family,Lenduic,family,Latn
801,gnd,http://www.wikidata.org/entity/Q56800,Zulgo-Gemzek,26000,,zulg1242,Zulgo-Gemzek,Africa,10.827,14.0578,zulg1242,gnd,language,CM,afro1255,,gnd,,,False,zulg1242,afro1255/chad1250/bium1280/nort3156/marg1267/mofu1249/meri1245,"['afro1255', 'chad1250', 'bium1280', 'nort3156', 'marg1267', 'mofu1249', 'meri1245']",afro1255,chad1250,Afro-Asiatic,family,Chadic,family,Latn
802,har,http://www.wikidata.org/entity/Q33626,Harari,25810,,hara1271,Harari,Africa,9.30485,42.1332,hara1271,har,language,ET,afro1255,,har,,,False,hara1271,afro1255/semi1276/west2786/ethi1244/sout3078/hara1270,"['afro1255', 'semi1276', 'west2786', 'ethi1244', 'sout3078', 'hara1270']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Ethi
803,sme,http://www.wikidata.org/entity/Q33947,Northern Sami,25700,,nort2671,North Saami,Eurasia,68.725,22.1113,nort2671,sme,language,FI;NO;RU;SE,ural1272,,sme,,,False,nort2671,ural1272/saam1281/west2390/cent2240,"['ural1272', 'saam1281', 'west2390', 'cent2240']",ural1272,saam1281,Uralic,family,Saami,family,
804,aol,http://www.wikidata.org/entity/Q3332062,Alorese,25000,,alor1247,Alorese,Papunesia,-8.20382,124.264,alor1247,aol,language,ID,aust1307,,aol,,,False,alor1247,aust1307/mala1545/bima1248/flor1244/flor1239/lama1293,"['aust1307', 'mala1545', 'bima1248', 'flor1244', 'flor1239', 'lama1293']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
805,gah,http://www.wikidata.org/entity/Q3441595,Alekano,25000,,alek1238,Alekano,Papunesia,-6.03901,145.387,alek1238,gah,language,PG,nucl1709,,gah,,,False,alek1238,nucl1709/kain1273/goro1272/nucl1760/gahu1246,"['nucl1709', 'kain1273', 'goro1272', 'nucl1760', 'gahu1246']",nucl1709,kain1273,Nuclear Trans New Guinea,family,Kainantu-Goroka,family,Latn
806,pip,http://www.wikidata.org/entity/Q2411063,Pero,25000,,pero1241,Pero,Africa,9.62092,11.044,pero1241,pip,language,NG,afro1255,,pip,,,False,pero1241,afro1255/chad1250/west2785/west2714/west2799/west2715/tang1366/tang1367/pero1242,"['afro1255', 'chad1250', 'west2785', 'west2714', 'west2799', 'west2715', 'tang1366', 'tang1367', 'pero1242']",afro1255,chad1250,Afro-Asiatic,family,Chadic,family,Latn
807,cfa,http://www.wikidata.org/entity/Q3438350,Dijim-Bwilim,25000,,diji1241,Dijim-Bwilim,Africa,9.67567,11.5201,diji1241,cfa,language,NG,atla1278,,cfa,,,False,diji1241,atla1278/volt1241/nort3149/gura1261/cent2243/tula1256/tula1250/tula1251,"['atla1278', 'volt1241', 'nort3149', 'gura1261', 'cent2243', 'tula1256', 'tula1250', 'tula1251']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
808,pis,http://www.wikidata.org/entity/Q36699,Pijin,25000,,piji1239,Pijin,Papunesia,-9.567,160.137,piji1239,pis,language,SB,indo1319,,pis,,,False,piji1239,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/paci1280/earl1243,"['indo1319', 'clas1257', 'germ1287', 'nort3152', 'west2793', 'nort3175', 'angl1264', 'angl1265', 'late1254', 'merc1242', 'macr1271', 'paci1280', 'earl1243']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
809,mhp,http://www.wikidata.org/entity/Q12473441,Balinese Malay,25000,,bali1279,Balinese Malay,Papunesia,-8.355884,114.648391,bali1279,mhp,language,ID,aust1307,,mhp,,,False,bali1279,aust1307/mala1545/mala1554/mala1538/nucl1806/sing1270,"['aust1307', 'mala1545', 'mala1554', 'mala1538', 'nucl1806', 'sing1270']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
810,lmy,http://www.wikidata.org/entity/Q2479725,Lamboya,25000,,lamb1273,Lamboya,Papunesia,-9.70434,119.344,lamb1273,lmy,language,ID,aust1307,,lmy,,,False,lamb1273,aust1307/mala1545/bima1248/sumb1242/sumb1243/wewe1239,"['aust1307', 'mala1545', 'bima1248', 'sumb1242', 'sumb1243', 'wewe1239']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
811,bwc,http://www.wikidata.org/entity/Q3447440,Bwile,24800,,bwil1245,Bwile,Africa,-8.3041,29.4071,bwil1245,bwc,language,CD;ZM,atla1278,,bwc,,,False,bwil1245,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sabi1248/malu1252,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'sabi1248', 'malu1252']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
812,mql,http://www.wikidata.org/entity/Q4286473,Mbelime,24500,,mbel1240,Mbelime,Africa,10.4532,0.95645,mbel1240,mql,language,BJ;TG,atla1278,,mql,,,False,mbel1240,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/otiv1240/waam1245/taya1258/dita1239,"['atla1278', 'volt1241', 'nort3149', 'gura1261', 'cent2243', 'nort2777', 'bwam1248', 'otiv1239', 'nucl1743', 'otiv1240', 'waam1245', 'taya1258', 'dita1239']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
813,bsh,http://www.wikidata.org/entity/Q2605045,Kamkata-viri,24200,,kati1270,Katë,Eurasia,35.4145,70.9826,kati1270,bsh,language,AF;PK,indo1319,,bsh,,,False,kati1270,indo1319/clas1257/indo1320/iran1271/nuri1243/ashk1248/ashk1249,"['indo1319', 'clas1257', 'indo1320', 'iran1271', 'nuri1243', 'ashk1248', 'ashk1249']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Arab
814,doe,http://www.wikidata.org/entity/Q5288055,Doe,24000,,doee1238,Doe,Africa,-6.25844,38.4902,doee1238,doe,language,TZ,atla1278,,doe,,,False,doee1238,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/nort3209/ruvu1235/east2756,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'nort3203', 'nort3209', 'ruvu1235', 'east2756']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
815,sle,http://www.wikidata.org/entity/Q7500203,Sholaga,24000,,shol1240,Sholaga,Eurasia,11.9458,77.2211,shol1240,sle,language,IN,drav1251,,sle,,,False,shol1240,drav1251/sout3133/sout3138/tami1291/bada1263/kann1259,"['drav1251', 'sout3133', 'sout3138', 'tami1291', 'bada1263', 'kann1259']",drav1251,sout3133,Dravidian,family,South Dravidian,family,
816,yey,http://www.wikidata.org/entity/Q8053347,Yeyi,24000,,yeyi1239,Yeyi,Africa,-18.9178,23.6088,yeyi1239,yey,language,BW;NA,atla1278,,yey,,,False,yeyi1239,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
817,bff,http://www.wikidata.org/entity/Q34914,Bofi,23500,,bofi1238,Bofi,Africa,4.02043,17.3032,bofi1238,bff,language,CF,atla1278,,bff,,,False,bofi1238,atla1278/volt1241/nort3149/gbay1279/gbay1280/mbod1237,"['atla1278', 'volt1241', 'nort3149', 'gbay1279', 'gbay1280', 'mbod1237']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
818,mrj,http://www.wikidata.org/entity/Q1776032,Hill Mari,23062,,west2392,Western Mari,Eurasia,56.22,46.569,west2392,mrj,language,RU,ural1272,,mrj,,,False,west2392,ural1272/mari1278,"['ural1272', 'mari1278']",ural1272,mari1278,Uralic,family,Mari,family,Cyrl
819,bcw,http://www.wikidata.org/entity/Q56272,Bana,23000,,bana1305,Bana,Africa,10.3535,13.6131,bana1305,bcw,language,CM,afro1255,,bcw,,,False,bana1305,afro1255/chad1250/bium1280/nort3156/higi1241/nkaf1238,"['afro1255', 'chad1250', 'bium1280', 'nort3156', 'higi1241', 'nkaf1238']",afro1255,chad1250,Afro-Asiatic,family,Chadic,family,Latn
820,anm,http://www.wikidata.org/entity/Q56235,Namfau,23000,,anal1239,Anal,Eurasia,24.0506,94.2806,anal1239,anm,language,IN;MM,sino1245,,anm,,,False,anal1239,sino1245/kuki1245/kuki1246/oldk1252/anal1241/anal1240,"['sino1245', 'kuki1245', 'kuki1246', 'oldk1252', 'anal1241', 'anal1240']",sino1245,kuki1245,Sino-Tibetan,family,Kuki-Chin-Naga,family,Latn
821,tkr,http://www.wikidata.org/entity/Q36853,Tsakhur,23000,,tsak1249,Tsakhur,Eurasia,41.5916,46.8858,tsak1249,tkr,language,AZ;RU,nakh1245,,tkr,,,False,tsak1249,nakh1245/dagh1238/lezg1248/nucl1321/west2428,"['nakh1245', 'dagh1238', 'lezg1248', 'nucl1321', 'west2428']",nakh1245,dagh1238,Nakh-Daghestanian,family,Daghestanian,family,Latn
822,bld,http://www.wikidata.org/entity/Q3450578,Bolango,23000,,bola1252,Bolango,Papunesia,0.39044,123.888,bola1252,bld,language,ID,aust1307,,bld,,,False,bola1252,aust1307/mala1545/grea1284/goro1257/goro1273,"['aust1307', 'mala1545', 'grea1284', 'goro1257', 'goro1273']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
823,sli,http://www.wikidata.org/entity/Q152965,Silesian German,22900,,lowe1388,Lower Silesian,Eurasia,50.6963,15.9667,lowe1388,sli,language,CZ;DE;PL,indo1319,,sli,,,False,lowe1388,indo1319/clas1257/germ1287/nort3152/west2793/high1289/fran1268/east2832/schl1237,"['indo1319', 'clas1257', 'germ1287', 'nort3152', 'west2793', 'high1289', 'fran1268', 'east2832', 'schl1237']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
824,wae,http://www.wikidata.org/entity/Q680517,Walser German,22780,,wals1238,Walser,Eurasia,46.6995,9.18266,wals1238,wae,language,AT;CH;IT;LI,indo1319,,wae,,,False,wals1238,indo1319/clas1257/germ1287/nort3152/west2793/high1289/high1286/midd1349/mode1258/alem1243/sout3294,"['indo1319', 'clas1257', 'germ1287', 'nort3152', 'west2793', 'high1289', 'high1286', 'midd1349', 'mode1258', 'alem1243', 'sout3294']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
825,dhm,http://www.wikidata.org/entity/Q1845148,Zemba,22000,,zemb1238,Zemba,Africa,-17.2958,13.4424,zemb1238,dhm,language,AO;NA,atla1278,,dhm,,,False,zemb1238,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/njil1234/sout3233/kune1234/cimb1239/here1252,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'cent2260', 'njil1234', 'sout3233', 'kune1234', 'cimb1239', 'here1252']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
826,yrk,http://www.wikidata.org/entity/Q36452,Nenets,21926,,nene1249,Tundra Nenets,Eurasia,66.1775,71.0234,nene1249,yrk,language,RU,ural1272,,yrk,,,False,nene1249,ural1272/samo1298/enet1251/nene1251,"['ural1272', 'samo1298', 'enet1251', 'nene1251']",ural1272,samo1298,Uralic,family,Samoyedic,family,Cyrl
827,abx,http://www.wikidata.org/entity/Q2820163,Abaknon,21400,,inab1237,Inabaknon,Papunesia,12.4264,124.166,inab1237,abx,language,PH,aust1307,,abx,,,False,inab1237,aust1307/mala1545/basa1291/grea1283/sama1302,"['aust1307', 'mala1545', 'basa1291', 'grea1283', 'sama1302']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
828,xdq,http://www.wikidata.org/entity/Q1990659,Kaitag,21000,,kajt1238,Kajtak,Eurasia,42.052428,47.776611,kajt1238,xdq,language,RU,nakh1245,,xdq,,,False,kajt1238,nakh1245/dagh1238/darg1242/sout3260,"['nakh1245', 'dagh1238', 'darg1242', 'sout3260']",nakh1245,dagh1238,Nakh-Daghestanian,family,Daghestanian,family,Cyrl
829,ygr,http://www.wikidata.org/entity/Q8046690,Yagaria,21000,,yaga1260,Yagaria,Papunesia,-6.32432,145.388,yaga1260,ygr,language,PG,nucl1709,,ygr,,,False,yaga1260,nucl1709/kain1273/goro1272/nucl1760/nucl1756/kama1374,"['nucl1709', 'kain1273', 'goro1272', 'nucl1760', 'nucl1756', 'kama1374']",nucl1709,kain1273,Nuclear Trans New Guinea,family,Kainantu-Goroka,family,Latn
830,csg,http://www.wikidata.org/entity/Q3322112,Chilean Sign Language,21000,,chil1264,Chilean Sign Language,South America,-32.781,-70.6698,chil1264,csg,language,CL,sign1238,,csg,,,False,chil1264,sign1238/deaf1237,"['sign1238', 'deaf1237']",sign1238,deaf1237,Sign Language,family,L1 Sign Language,family,
831,zom,http://www.wikidata.org/entity/Q37011,Zo,20900,,zouu1235,Zou,Eurasia,24.0649,93.9253,zouu1235,zom,language,IN;MM,sino1245,,zom,,,False,zouu1235,sino1245/kuki1245/kuki1246/peri1260/nort3179/siza1239,"['sino1245', 'kuki1245', 'kuki1246', 'peri1260', 'nort3179', 'siza1239']",sino1245,kuki1245,Sino-Tibetan,family,Kuki-Chin-Naga,family,Latn
832,gum,http://www.wikidata.org/entity/Q2744745,Guambiano,20782,,guam1248,Guambiano,South America,2.55849,-76.582,guam1248,gum,language,CO,barb1265,,gum,,,False,guam1248,barb1265/coco1262,"['barb1265', 'coco1262']",barb1265,coco1262,Barbacoan,family,Coconucan,family,Latn
833,nzs,http://www.wikidata.org/entity/Q36239,New Zealand Sign Language,20200,,newz1236,New Zealand Sign Language,Papunesia,-39.2923,175.773,newz1236,nzs,language,NZ,sign1238,,nzs,,,False,newz1236,sign1238/deaf1237/bsli1234/banz1243,"['sign1238', 'deaf1237', 'bsli1234', 'banz1243']",sign1238,deaf1237,Sign Language,family,L1 Sign Language,family,
834,kcq,http://www.wikidata.org/entity/Q3914879,Kamo,20000,,kamo1254,Kamo,Africa,10.0602,11.2712,kamo1254,kcq,language,NG,atla1278,,kcq,,,False,kamo1254,atla1278/volt1241/nort3149/gura1261/cent2243/tula1256/tula1250/tula1251/tula1257/awak1249,"['atla1278', 'volt1241', 'nort3149', 'gura1261', 'cent2243', 'tula1256', 'tula1250', 'tula1251', 'tula1257', 'awak1249']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
835,quf,http://www.wikidata.org/entity/Q35519,Lambayeque Quechua,20000,,lamb1276,Lambayeque Quechua,South America,-6.1715,-79.468,lamb1276,quf,language,PE,quec1387,,quf,,,False,lamb1276,quec1387/caja1240,"['quec1387', 'caja1240']",quec1387,caja1240,Quechuan,family,Cajamarca-Lambayeque Quechua,family,Latn
836,mnz,http://www.wikidata.org/entity/Q6899857,Migani,20000,,moni1261,Moni,Papunesia,-3.72962,136.886,moni1261,mnz,language,ID,nucl1709,,mnz,,,False,moni1261,nucl1709/pani1259,"['nucl1709', 'pani1259']",nucl1709,pani1259,Nuclear Trans New Guinea,family,Paniai Lakes,family,Latn
837,pap,http://www.wikidata.org/entity/Q33856,Papiamento,20000,,papi1253,Papiamento,South America,12.48485,-69.93988,papi1253,pap,language,AW;BQ;CW;NL,indo1319,,pap,,,False,papi1253,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/gali1263/macr1272/uppe1458,"['indo1319', 'clas1257', 'ital1284', 'lati1262', 'lati1263', 'impe1234', 'roma1334', 'ital1285', 'west2813', 'shif1234', 'sout3183', 'west2838', 'gali1263', 'macr1272', 'uppe1458']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
838,dun,http://www.wikidata.org/entity/Q2784033,Deyah,20000,,dusu1271,Dusun Deyah,Papunesia,-1.95514,115.578,dusu1271,dun,language,ID,aust1307,,dun,,,False,dusu1271,aust1307/mala1545/basa1291/grea1283,"['aust1307', 'mala1545', 'basa1291', 'grea1283']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
839,trv,http://www.wikidata.org/entity/Q716686,Seediq,20000,,taro1264,Seediq,Papunesia,23.9032,121.358,taro1264,trv,language,CN;TW,aust1307,,trv,,,False,taro1264,aust1307/atay1246,"['aust1307', 'atay1246']",aust1307,atay1246,Austronesian,family,Atayalic,family,Latn
840,kna,http://www.wikidata.org/entity/Q56811,Kanakuru,20000,,dera1248,Dera (Nigeria),Africa,10.072,12.0256,dera1248,kna,language,NG,afro1255,,kna,,,False,dera1248,afro1255/chad1250/west2785/west2714/west2799/west2715/tang1366,"['afro1255', 'chad1250', 'west2785', 'west2714', 'west2799', 'west2715', 'tang1366']",afro1255,chad1250,Afro-Asiatic,family,Chadic,family,Latn
841,dak,http://www.wikidata.org/entity/Q530384,Dakota,20000,,dako1258,Dakota,North America,45.86,-96.58,dako1258,dak,language,CA;US,siou1252,,dak,,,False,dako1258,siou1252/miss1254/dako1257/siou1253,"['siou1252', 'miss1254', 'dako1257', 'siou1253']",siou1252,miss1254,Siouan,family,Mississippi Valley,family,Latn
842,oua,http://www.wikidata.org/entity/Q56586,Wargli,20000,,taga1278,Ouargli,Africa,31.9454,5.28444,taga1278,oua,language,DZ,afro1255,,oua,,,False,taga1278,afro1255/berb1260/grea1296/zena1250/moza1250/ouar1239,"['afro1255', 'berb1260', 'grea1296', 'zena1250', 'moza1250', 'ouar1239']",afro1255,berb1260,Afro-Asiatic,family,Berber,family,
843,ani,http://www.wikidata.org/entity/Q34849,Andi,20000,,andi1255,Andi,Eurasia,42.8078,46.2919,andi1255,ani,language,RU,nakh1245,,ani,,,False,andi1255,nakh1245/dagh1238/avar1255/andi1254,"['nakh1245', 'dagh1238', 'avar1255', 'andi1254']",nakh1245,dagh1238,Nakh-Daghestanian,family,Daghestanian,family,Cyrl
844,nuo,http://www.wikidata.org/entity/Q3915785,Nguồn,20000,,nguo1239,Nguôn,Eurasia,17.7243,105.932,nguo1239,nuo,language,LA;VN,aust1305,,nuo,,,False,nguo1239,aust1305/viet1250/viet1251/muon1245,"['aust1305', 'viet1250', 'viet1251', 'muon1245']",aust1305,viet1250,Austroasiatic,family,Vietic,family,Latn
845,pga,http://www.wikidata.org/entity/Q1262143,Juba Arabic,20000,,suda1237,South Sudanese Creole Arabic,Africa,5.654,28.774,suda1237,pga,language,SS,afro1255,,pga,,,False,suda1237,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/egyp1251/egyp1254/suda1235/east2897,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'arab1394', 'arab1395', 'egyp1251', 'egyp1254', 'suda1235', 'east2897']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Latn
846,kfc,http://www.wikidata.org/entity/Q35679,Konda,20000,,kond1295,Konda-Dora,Eurasia,18.26754,82.93402,kond1295,kfc,language,IN,drav1251,,kfc,,,False,kond1295,drav1251/sout3133/sout3139/kond1294,"['drav1251', 'sout3133', 'sout3139', 'kond1294']",drav1251,sout3133,Dravidian,family,South Dravidian,family,Telu
847,hca,http://www.wikidata.org/entity/Q7599417,Andaman Creole Hindi,20000,,anda1280,Andaman Creole Hindi,Eurasia,11.676,92.738,anda1280,hca,language,IN,indo1319,,hca,,,False,anda1280,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/shau1239/indo1322/west2812/hind1270,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'shau1239', 'indo1322', 'west2812', 'hind1270']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
848,mky,http://www.wikidata.org/entity/Q3512690,Taba,20000,,east2440,East Makian,Papunesia,0.07337,127.423,east2440,mky,language,ID,aust1307,,mky,,,False,east2440,aust1307/mala1545/east2712/sout3229/raja1255/sout3231/east2439,"['aust1307', 'mala1545', 'east2712', 'sout3229', 'raja1255', 'sout3231', 'east2439']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
849,szn,http://www.wikidata.org/entity/Q3503403,Sula,20000,,sula1248,Sula,Papunesia,-2.30765,125.9656,sula1248,szn,language,ID,aust1307,,szn,,,False,sula1248,aust1307/mala1545/west2817/sula1247,"['aust1307', 'mala1545', 'west2817', 'sula1247']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
850,bvb,http://www.wikidata.org/entity/Q35110,Bube,20000,,bube1242,Bube,Africa,3.53638,8.68929,bube1242,bvb,language,GQ,atla1278,,bvb,,,False,bube1242,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'mbam1254']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
851,ksd,http://www.wikidata.org/entity/Q35870,Tolai,20000,,kuan1248,Kuanua,Papunesia,-4.30986,152.114,kuan1248,ksd,language,PG,aust1307,,ksd,,,False,kuan1248,aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/patp1244/mini1257,"['aust1307', 'mala1545', 'east2712', 'ocea1241', 'west2818', 'meso1253', 'newi1242', 'stge1234', 'patp1244', 'mini1257']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
